"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1.Hprop","t1.2.Hprop","t2.1.Hprop","t2.2.Hprop","t3.1.Hprop","t3.2.Hprop","t4.1.Hprop","t4.2.Hprop","t5.1.Hprop","t5.2.Hprop","t6.1.Hprop","t6.2.Hprop","t7.1.Hprop","t7.2.Hprop","t8.1.Hprop","t8.2.Hprop","Av_expr","Amplitude","CV"
"B2RRE7","Otud4","OTU domain-containing protein 4",0.791501589073402,6,6,24,0.0599531783682759,0.0618253058613429,0.0547633987493779,0.0455811723712558,0.0491444509263127,0.0564795520499086,0.0444965637315794,0.0631688164509225,0.0588834439357484,0.0353998816946139,0.0302259707215631,0.0512549631731072,0.0567149691465021,0.0483107666316768,0.0536871200635685,0.0429860031104199,0.050804722311636,0.648420938653854,0.18412531804265
"B2RUR8","Otud7b","OTU domain-containing protein 7B",0.80046813160152,18,6,24,0.136692553467695,0.142799909141476,0.0861244561276287,0.187336396419484,0.192448392997126,0.11695689968495,0.185210789534326,0.159259754892015,0.131329152588308,0.211723859507469,0.182711539105743,0.132405078736688,0.296692579637844,0.191843147523813,0.119826289023066,0.0678533147107545,0.158825882068649,1.44081847332778,0.345401271522403
"B2RVL6","Zcchc24","Zinc finger CCHC domain-containing protein 24",0.791501589073402,24,18,24,0.180802951884929,0.268909112076995,0.159286238339797,0.265631275940554,0.232750871500296,0.174831809878858,0.329176485756649,0.349448453107474,0.283905394073153,0.25064554926651,0.264538892839883,0.250686571618391,0.307780695994747,0.203840043321932,0.245024292796015,0.197511730565739,0.24779814806012,0.767407731883212,0.221671465364492
"B2RWS6","Ep300","Histone acetyltransferase p300",0.832427688838609,6,6,24,0.077184145582073,0.0773781395448554,0.0497973675297525,0.0572272104747536,0.0743637602417062,0.0564006710799524,0.0542996330268876,0.0667071399782013,0.0589040157683584,0.0478440802222833,0.055581471480048,0.0707457938585316,0.067610272737446,0.0627177528064585,0.0758049542314882,0.0636541428619599,0.0635137844640472,0.465002354556438,0.153227653975625
"B2RX14","Zcchc11","Terminal uridylyltransferase 4",0.792614836000503,24,18,24,0.202537322057432,0.245065102511486,0.214548215307425,0.269607969033773,0.230901953671867,0.192288809202717,0.23639814005246,0.23282370019978,0.190074055491702,0.178837590579409,0.187000062007813,0.202459044662873,0.191449752610415,0.169512049465744,0.230033592499956,0.209307524622277,0.211427805248571,0.473428362226759,0.12885995225997
"B2RXC1","Trappc11","Trafficking protein particle complex subunit 11",0.265547268522771,6,18,24,0.164657824026513,0.192024223915257,0.154993109837077,0.15047909270019,0.15162921325966,0.127968722859177,0.120257597109256,0.0963178601519001,0.100268609688613,0.131315279184029,0.137358897225287,0.126132442415662,0.13663911697257,0.133165889926996,0.121541303362307,0.151595639102252,0.137271551358547,0.697204648859664,0.17335630941598
"B2RXS4","Plxnb2","Plexin-B2",0.00212227394764467,6,18,24,0.241447100773534,0.193701073375626,0.269572314877604,0.178524528553911,0.184596600069771,0.179041514025081,0.198507717675694,0.162919798922741,0.274506259220326,0.276378623740937,0.189691451296276,0.230806881098533,0.138464759724987,0.17708155786603,0.163725710684773,0.176343542294986,0.202206839637551,0.682043516743332,0.21237468697973
"B2RY04","Dock5","Dedicator of cytokinesis protein 5",0.0609999226870105,6,18,24,0.161763108156036,0.121611343920166,0.121327137817101,0.11618658071067,0.0999872384116076,0.1131906123389,0.110830400517874,0.0906297694384173,0.106366658490277,0.110786611454501,0.0866520022913536,0.10369593692156,0.0941937223652514,0.119240123684696,0.0932446101719596,0.0822495130982451,0.108247210611788,0.734555602942545,0.175325275756374
"B2RY56","Rbm25","RNA-binding protein 25",0.80046813160152,12,12,24,0.22095920408304,0.203982531857698,0.219147217767225,0.243961139854875,0.227257582983282,0.215011202055538,0.277407708024294,0.0787550292123569,0.19282365939492,0.197432674329052,0.190361716231137,0.266654368969092,0.194114793897487,0.179853993245179,0.239157204560398,0.171594816815602,0.207404677705074,0.957802307112949,0.218877037264603
"C0HKG6","","",0.0227747965169304,6,12,24,0.364674236026399,0.231506661710328,0.291687740387443,0.269802559700328,0.257161582207564,0.247893167379748,0.278544305290219,0.274948508404757,0.302831205240924,0.332117829850652,0.229766509096118,0.261198186013207,0.227631974571539,0.177005921815031,0.167405314492528,0.220981049248437,0.258447296964701,0.763284908956946,0.198643317435215
"D0QMC3","Ifi205a;Mndal","Interferon-activable protein 205-A;Myeloid cell nuclear differentiation antigen-like protein",0.00371760993940364,18,6,24,0.183726733297189,0.219344529016641,0.281286183303677,0.184545997139607,0.199021065581813,0.202224988800853,0.152079929657097,0.153178576379796,0.157059178828785,0.175094067630962,0.164921123861926,0.175168623072605,0.177570117731623,0.196171240976508,0.134678446681734,0.154004696712301,0.18187971866707,0.80606973496758,0.190132036229661
"D2EAC2","Zbed6","Zinc finger BED domain-containing protein 6",0.856645280719807,12,18,24,0.175677877925562,0.26411476581429,0.232929246969352,0.208953311443902,0.173523228779462,0.190387477005636,0.157544017992969,0.208368790164031,0.185563590526106,0.146179923820992,0.188041521153312,0.220524675846819,0.233861380664068,0.170569099657378,0.221963534770019,0.203180232225591,0.198836417172468,0.593124960057004,0.157363762921861
"D3YXK2","Safb;Safb2","Scaffold attachment factor B1;Scaffold attachment factor B2",0.794178544086852,6,6,24,0.643234208510342,0.569865738438588,0.452187970093626,0.544002350709888,0.545399495374264,0.453438048291419,0.547125732449925,0.567428134686425,0.471321034775233,0.414126913302423,0.522530473589556,0.520719693885858,0.59398315764207,0.357521186440678,0.419323227070917,0.509393213218544,0.508225036154985,0.562178172549797,0.147591812392804
"D3YYU8","Obsl1","Obscurin-like protein 1",0.136349899268303,12,12,24,0.126862454391554,0.197691913943135,0.223440745929755,0.17947691931486,0.196472960430158,0.163032527661215,0.193522363978607,0.116025033389358,0.119385782718836,0.156294775050148,0.124096315811988,0.236297579788721,0.0944682462660071,0.154939522719843,0.125143912080114,0.0973079098223696,0.156528685206042,0.906091642793915,0.282671918941609
"D3Z7P3-2","Gls","Glutaminase kidney isoform, mitochondrial",0.876279025921901,6,18,24,0.300542586750789,0.303909575769438,0.32522605716591,0.292603351955307,0.296217889980726,0.286112776061598,0.241110261059118,0.31149218855609,0.199758013329102,0.268313717532467,0.244242121892409,0.260556458245572,0.251240382541166,0.25179561340082,0.236963423650676,0.260545497296026,0.270664369699201,0.463555819985635,0.123251925403944
"E1U8D0","Soga1;Soga3;Mtcl1","Protein SOGA1;N-terminal form;C-terminal 80 kDa form;Protein SOGA3;Microtubule cross-linking factor 1",0.60035109870114,12,12,24,0.271737273382503,0.289496476531667,0.2982130827743,0.249324955482023,0.260373092883389,0.228219119731498,0.234295210269508,0.233578710951835,0.234055306495755,0.236696864882476,0.24469394938667,0.24206782903199,0.246441260164039,0.252523720864321,0.241238348562071,0.266756278483468,0.251856967492345,0.277911561231394,0.0813674768615418
"E9PVA8","Gcn1l1","",0.546765117594782,6,18,24,0.125422879147649,0.127840214585395,0.111654124542132,0.109196723678887,0.105108417471824,0.09955087035064,0.101507588455798,0.0909511242374056,0.0834368866171474,0.097702331114001,0.085282964086717,0.105747394930748,0.101093126834643,0.0965223459529897,0.0956332916133106,0.0997686292475419,0.102276182054177,0.434151207802484,0.119242258597001
"E9PVX6","Mki67","",0.0561723813533681,24,12,24,0.562223145708224,0.580951283790152,0.49566779366431,0.478656606612408,0.487068087812529,0.516980393530656,0.527351658829951,0.499660021884767,0.433267596601936,0.499798950176774,0.462738561907252,0.494588794490357,0.526444358619661,0.541615967217135,0.575851360473925,0.541864380401975,0.514045560107626,0.287296883095918,0.0790280925762099
"E9PYK3","Parp4","",0.202556542240958,6,6,24,0.111574574067135,0.10532285871864,0.083906668529179,0.099823762222465,0.0783405741352521,0.0995369983287872,0.100333365445148,0.105961303540207,0.101601330643414,0.0820093615960987,0.0656880977683316,0.0742543503687967,0.0906454762360528,0.0743315582333103,0.0612303285220773,0.0756529110910127,0.0881383449653692,0.571195721508484,0.177801342980571
"E9PZJ8","Ascc3","Activating signal cointegrator 1 complex subunit 3",0.769244719120214,18,6,24,0.209966550077422,0.228162715942868,0.219639891169343,0.204349033761999,0.211721354706594,0.223246049933637,0.222648717702211,0.150119065938,0.173270446964343,0.198369013507273,0.190658715655694,0.200955680962812,0.193221328057208,0.202234373907786,0.220945747026949,0.189951957196234,0.202466290156898,0.385464908476316,0.101016741291495
"E9Q1P8","Irf2bp2","Interferon regulatory factor 2-binding protein 2",0.00233450134240914,18,6,24,0.13285988442781,0.149521693527137,0.119593055741747,0.134451362147767,0.149996702205939,0.140265704346585,0.123665880112416,0.121998544558567,0.132036209864268,0.127964868749829,0.135073942951054,0.137395114946335,0.135266355367407,0.137942226973252,0.11859956891017,0.129913355171524,0.132909029375113,0.236230250445634,0.070068445002506
"E9Q394","Akap13","",0.0840877453514647,6,18,24,0.524286946865026,0.540675388344577,0.459636354610641,0.518923608230274,0.481019625173252,0.441885669330183,0.506068378741906,0.444555702327746,0.537189809713788,0.494785188903118,0.430541773587974,0.537745263757599,0.467726408150105,0.518281738689665,0.443470530321955,0.459447838298909,0.48789001406542,0.225734513069651,0.0795742810567249
"E9Q3L2","Pi4ka","",0.341575200510152,12,12,24,0.162784685233697,0.170042183037703,0.146455788854285,0.157720883233825,0.151441585715953,0.128821159364876,0.146855734919781,0.122078439420094,0.125444350789753,0.118360150401811,0.14036033647876,0.153790741589832,0.152306342845187,0.129041832489877,0.101786966855306,0.141904403627505,0.14057472405364,0.485544016834437,0.129903081154888
"E9Q555","Rnf213","E3 ubiquitin-protein ligase RNF213",0.664927657562299,6,18,24,0.152769678253668,0.155546337464549,0.133645642957968,0.147609480936035,0.136161181823425,0.141126637540968,0.12569007951165,0.115666892170341,0.122200543418008,0.133908150149313,0.12274375160849,0.13918637005295,0.138616905794117,0.136969241817415,0.139277197405438,0.129571225080297,0.13566808224904,0.293948618076602,0.0804843186482896
"E9Q5C9","Nolc1","",0.764532693263432,24,6,24,0.0329489022055778,0.0525410045041217,0.0421049787433734,0.032955424716493,0.0346205168393972,0.024936521526889,0.0347712652203652,0.0270007830959247,0.0213247064507939,0.0277279047234564,0.0296644131649135,0.0282152296947249,0.0294888770517522,0.034442247971873,0.0330639653489572,0.0370085881998712,0.0326759580911553,0.955329235220724,0.223281208956538
"E9Q634","Myo1e;Myo1f","Unconventional myosin-Ie;Unconventional myosin-If",0.769244719120214,6,18,24,0.102478705397674,0.116122053511748,0.102135250554084,0.0724933657808812,0.0801869995625146,0.087255610538097,0.0754118890149885,0.0777002395583793,0.0530345202465077,0.0854098574655117,0.0922863136046016,0.0969795119011751,0.0872594897362699,0.104630651454193,0.09900802280067,0.0972967697862789,0.0893555781820984,0.706027922920198,0.17217831349028
"E9Q6J5","Bod1l","",0.00371760993940364,6,18,24,0.196156026298104,0.159317592593947,0.134673933626516,0.141612930389122,0.123760793092421,0.127527867525862,0.143239318819857,0.120419666611553,0.162290457802829,0.162551869218629,0.120451423263649,0.128474916203345,0.140981677844531,0.154169592904304,0.11338213073079,0.107130920603231,0.139758819845543,0.636990966246428,0.164007348673166
"E9Q7D5","Arhgef5","",0.791501589073402,6,12,24,0.159247375154851,0.174649994526413,0.155370222751263,0.154502291838736,0.11990503462748,0.111436576144419,0.0983560972323552,0.122981874826735,0.0955066029004652,0.174197126996537,0.111951256931203,0.12424829363206,0.173908820518208,0.134956993745472,0.188338812868525,0.144801177381442,0.14027240950476,0.661799496392834,0.209700870467369
"E9Q7E2","Arid2","",0.766531398458345,24,12,24,0.148016152023912,0.147415216091444,0.124665307513987,0.118937636580019,0.108734453590527,0.126875441172672,0.139769750336128,0.104395619881011,0.102361935562808,0.103290661277133,0.100972179142826,0.125275355791477,0.106203245228305,0.132482330987071,0.124938120066154,0.116763620927194,0.120693564135792,0.389780293737594,0.130504389383032
"E9Q7F2","Rnf169","E3 ubiquitin-protein ligase RNF169",0.832427688838609,18,6,24,0.373208681357002,0.386093969239991,0.385379147218151,0.344948585005861,0.409800635835435,0.388684475274551,0.305547962131534,0.358534158557768,0.326035014232828,0.366742158131509,0.333224787295957,0.377464529205823,0.353875018040121,0.368322026091233,0.395148828707914,0.365813137446266,0.364926444610747,0.285681334536069,0.0748946055872309
"E9Q7G0","Numa1","",0.862219164721563,6,12,24,0.157200523659235,0.168763418668162,0.133113063506811,0.141957403334094,0.152074770089841,0.117791646585691,0.137762572935374,0.134764709195806,0.121968449210003,0.130847428293631,0.11178513405813,0.131628678997311,0.132677656516501,0.129047736791488,0.121422468341579,0.128252597259792,0.134441141090216,0.423815836045286,0.110045527474792
"E9Q7X6-2","Heg1","Protein HEG homolog 1",0.874741408363499,12,6,24,0.147494624610514,0.150955552299874,0.181564988530508,0.167808516173792,0.138817202639428,0.126698072581592,0.130757629951285,0.165253409401743,0.153056855368994,0.136439830756647,0.14816143647423,0.112181558977447,0.148080696901453,0.150069206172572,0.132509591229814,0.157313112407795,0.146697642779856,0.472968946455278,0.116844139054744
"E9Q9R9","Dlg5","",0.501201357795217,6,6,24,0.366735741958735,0.375877853706817,0.281974235700197,0.349769664219847,0.323243558168481,0.316155973231307,0.275755779008756,0.384883429871288,0.317883896029618,0.329198442669203,0.290435424613708,0.31793501162963,0.288162398004749,0.330203808209167,0.358511649322884,0.303206783431116,0.325620853110969,0.335137168949503,0.103921834858308
"E9QAM5","Helz2","Helicase with zinc finger domain 2",0.185676830387545,18,6,24,0.103374979922536,0.113143204937794,0.101316639860166,0.118947791185046,0.120487719830751,0.120478812909052,0.112587906142097,0.0984905406112383,0.113137676423948,0.113985002575716,0.110813557778471,0.103656676304313,0.121476665860134,0.117286377758053,0.135253741341452,0.0928471325622298,0.112330276625187,0.377517175718532,0.0937837659412221
"E9QAT4-2","Sec16a","",0.114262076323085,6,18,24,0.191986324584801,0.187687994626639,0.195186571628805,0.165365313009801,0.179980693547189,0.16443975744793,0.141438816594213,0.175269238016553,0.182635748085017,0.184422631872955,0.162703443330388,0.16488181379643,0.173831964843298,0.185111778250605,0.171246893728987,0.145175564485266,0.173210284240555,0.31030348613681,0.089056808941396
"F6ZDS4","Tpr","Nucleoprotein TPR",0.832427688838609,6,18,24,0.202688678524533,0.206168407810827,0.182032718040104,0.193291778804885,0.200034215989457,0.167187146554206,0.20353866180123,0.162748739226395,0.156041580371529,0.197418131632535,0.172192647003263,0.16651991197114,0.176650811039844,0.171082016457315,0.160010801622268,0.178348863650714,0.180997194406265,0.276948090846003,0.094569445161178
"F8VPU2","Farp1","FERM, RhoGEF and pleckstrin domain-containing protein 1",0.453643571619695,18,18,24,0.180539084989456,0.136462207819814,0.122983224720776,0.118834522162914,0.165721854699279,0.145098457296159,0.148513345491852,0.239708151328348,0.181862741713582,0.133925871663643,0.152188256846459,0.200791736229418,0.183230003922357,0.1895049347283,0.182643337766889,0.152157585617162,0.164635332312276,0.734190088286544,0.194016194325824
"F8VPZ5","Ercc6","",0.548151533730356,12,6,24,0.176633914176122,0.137164232297791,0.156569899499051,0.142972106554708,0.161740705070905,0.128246890437375,0.12363403381046,0.154148594802356,0.143195944595774,0.152048890009485,0.154561752369858,0.155511121239521,0.13881717222628,0.123434353839098,0.151705430388166,0.154272710791025,0.147166109506748,0.361493284801312,0.097924527551043
"F8VQB6","Myo10","Unconventional myosin-X",0.274075766865178,12,12,24,0.360265458653674,0.323912379550269,0.377302142088881,0.380944403645778,0.357424227789905,0.33590930342532,0.287466574944245,0.318749168308608,0.33403437187786,0.354194687325111,0.38367767363495,0.317681704446526,0.29862775438834,0.338391060648221,0.366276228645575,0.350801793134506,0.342853683281736,0.280618536075766,0.0835319492774143
